instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
568,25-01-2011,1,0,1,20,False,2,1,0.24,0.2273,0.65,0.194,16,103,119.0
569,25-01-2011,1,0,1,21,False,2,1,0.24,0.2273,0.65,0.194,5,40,45.0
570,25-01-2011,1,0,1,22,False,2,1,0.22,0.2273,0.64,0.1642,4,49,53.0
571,25-01-2011,1,0,1,23,False,2,2,0.22,0.2273,0.64,0.1642,3,37,40.0
572,26-01-2011,1,0,1,0,False,3,2,0.22,0.2273,0.69,0.1343,3,14,17.0
573,26-01-2011,1,0,1,1,False,3,2,0.24,0.2424,0.65,0.1343,0,5,5.0
574,26-01-2011,1,0,1,2,False,3,3,0.22,0.2273,0.69,0.194,3,7,10.0
575,26-01-2011,1,0,1,5,False,3,3,0.2,0.1818,0.86,0.2836,0,1,1.0
576,26-01-2011,1,0,1,6,False,3,3,0.2,0.1818,0.86,0.2836,0,8,8.0
577,26-01-2011,1,0,1,7,False,3,3,0.22,0.2121,0.87,0.2985,1,29,30.0
578,26-01-2011,1,0,1,8,False,3,3,0.22,0.2121,0.87,0.2985,3,69,72.0
579,26-01-2011,1,0,1,9,False,3,3,0.22,0.2121,0.87,0.2985,3,55,58.0
580,26-01-2011,1,0,1,10,False,3,3,0.22,0.2121,0.93,0.2836,2,26,28.0
581,26-01-2011,1,0,1,11,False,3,3,0.22,0.197,0.93,0.3284,6,35,41.0
582,26-01-2011,1,0,1,12,False,3,3,0.22,0.197,0.93,0.3284,7,41,48.0
583,26-01-2011,1,0,1,13,False,3,3,0.22,0.197,0.93,0.3284,4,43,47.0
584,26-01-2011,1,0,1,14,False,3,3,0.22,0.197,0.93,0.3582,0,36,36.0
585,26-01-2011,1,0,1,15,False,3,3,0.22,0.1818,0.93,0.4627,1,42,43.0
586,26-01-2011,1,0,1,16,False,3,4,0.22,0.197,0.93,0.3284,1,35,36.0
587,26-01-2011,1,0,1,17,False,3,3,0.2,0.1818,0.93,0.3582,0,26,26.0
588,27-01-2011,1,0,1,16,False,4,1,0.22,0.2273,0.55,0.194,1,23,24.0
589,27-01-2011,1,0,1,17,False,4,1,0.22,0.2424,0.55,0.1045,2,82,84.0
590,27-01-2011,1,0,1,18,False,4,1,0.2,0.2273,0.69,0.0896,3,101,104.0
591,27-01-2011,1,0,1,19,False,4,1,0.2,0.2273,0.69,0.0896,3,76,79.0
592,27-01-2011,1,0,1,20,False,4,1,0.18,0.2121,0.74,0.0896,4,55,59.0
593,27-01-2011,1,0,1,21,False,4,1,0.18,0.2121,0.74,0.0896,2,36,38.0
594,27-01-2011,1,0,1,22,False,4,1,0.18,0.2121,0.74,0.0896,0,27,27.0
595,27-01-2011,1,0,1,23,False,4,1,0.18,0.197,0.8,0.1642,0,16,16.0
596,28-01-2011,1,0,1,0,False,5,2,0.2,0.2121,0.75,0.1343,0,9,9.0
597,28-01-2011,1,0,1,1,False,5,2,0.2,0.2121,0.75,0.1343,1,2,3.0
598,28-01-2011,1,0,1,2,False,5,2,0.2,0.2121,0.75,0.1642,0,2,2.0
599,28-01-2011,1,0,1,3,False,5,2,0.2,0.2273,0.75,0.1045,1,0,1.0
600,28-01-2011,1,0,1,5,False,5,2,0.18,0.2121,0.8,0.1045,0,4,4.0
601,28-01-2011,1,0,1,6,False,5,2,0.18,0.197,0.8,0.1343,0,16,16.0
602,28-01-2011,1,0,1,7,False,5,2,0.16,0.197,0.86,0.0896,2,58,60.0
603,28-01-2011,1,0,1,8,False,5,2,0.16,0.197,0.86,0.0896,2,155,157.0
604,28-01-2011,1,0,1,9,False,5,3,0.18,0.2121,0.86,0.0896,6,95,101.0
605,28-01-2011,1,0,1,10,False,5,3,0.18,0.2121,0.86,0.1045,0,49,49.0
606,28-01-2011,1,0,1,11,False,5,3,0.18,0.2121,0.93,0.1045,0,30,30.0
607,28-01-2011,1,0,1,12,False,5,3,0.18,0.2121,0.93,0.1045,1,28,29.0
608,28-01-2011,1,0,1,13,False,5,3,0.18,0.2121,0.93,0.1045,0,31,31.0
609,28-01-2011,1,0,1,14,False,5,3,0.22,0.2727,0.8,0.0,2,36,38.0
610,28-01-2011,1,0,1,15,False,5,2,0.2,0.2576,0.86,0.0,1,40,41.0
620,29-01-2011,1,0,1,1,False,6,1,0.22,0.2273,0.64,0.194,0,20,20.0
621,29-01-2011,1,0,1,2,False,6,1,0.22,0.2273,0.64,0.1642,0,15,15.0
622,29-01-2011,1,0,1,3,False,6,1,0.2,0.2121,0.64,0.1343,3,5,8.0
623,29-01-2011,1,0,1,4,False,6,1,0.16,0.1818,0.69,0.1045,1,2,3.0
624,29-01-2011,1,0,1,6,False,6,1,0.16,0.1818,0.64,0.1343,0,2,2.0
625,29-01-2011,1,0,1,7,False,6,1,0.16,0.1818,0.59,0.1045,1,4,5.0
626,29-01-2011,1,0,1,8,False,6,1,0.18,0.197,0.55,0.1642,3,31,34.0
627,29-01-2011,1,0,1,9,False,6,1,0.18,0.2121,0.59,0.0896,0,34,34.0
628,29-01-2011,1,0,1,10,False,6,2,0.18,0.2121,0.64,0.1045,4,51,55.0
629,29-01-2011,1,0,1,11,False,6,2,0.18,0.197,0.64,0.1343,4,60,64.0
630,29-01-2011,1,0,1,12,False,6,2,0.2,0.197,0.59,0.194,12,66,78.0
631,29-01-2011,1,0,1,13,False,6,2,0.22,0.2273,0.55,0.1642,9,56,65.0
632,29-01-2011,1,0,1,14,False,6,2,0.22,0.2273,0.6,0.1343,10,89,99.0
633,29-01-2011,1,0,1,15,False,6,1,0.22,0.2121,0.69,0.2537,22,98,120.0
634,29-01-2011,1,0,1,16,False,6,1,0.24,0.2424,0.6,0.1642,19,88,107.0
635,29-01-2011,1,0,1,17,False,6,1,0.24,0.2879,0.6,0.0,9,82,91.0
636,29-01-2011,1,0,1,18,False,6,1,0.22,0.2273,0.69,0.1343,9,59,68.0
637,29-01-2011,1,0,1,19,False,6,2,0.22,0.2121,0.69,0.2537,6,52,58.0
638,29-01-2011,1,0,1,20,False,6,1,0.18,0.2121,0.74,0.0896,1,42,43.0
639,29-01-2011,1,0,1,21,False,6,1,0.18,0.2121,0.74,0.0896,1,35,36.0
640,29-01-2011,1,0,1,22,False,6,1,0.16,0.197,0.8,0.0896,4,28,32.0
641,29-01-2011,1,0,1,23,False,6,1,0.16,0.197,0.8,0.0896,3,30,33.0
642,30-01-2011,1,0,1,0,False,0,1,0.16,0.1818,0.8,0.1045,0,33,33.0
643,30-01-2011,1,0,1,1,False,0,1,0.14,0.2121,0.8,0.0,7,22,29.0
644,30-01-2011,1,0,1,2,False,0,1,0.16,0.2273,0.8,0.0,1,10,11.0
645,30-01-2011,1,0,1,3,False,0,1,0.14,0.2121,0.93,0.0,1,7,8.0
646,30-01-2011,1,0,1,4,False,0,1,0.14,0.2121,0.93,0.0,0,1,1.0
647,30-01-2011,1,0,1,5,False,0,1,0.14,0.2121,0.86,0.0,0,3,3.0
648,30-01-2011,1,0,1,7,False,0,1,0.14,0.2121,0.86,0.0,0,3,3.0
649,30-01-2011,1,0,1,8,False,0,2,0.14,0.2121,0.86,0.0,1,11,12.0
650,30-01-2011,1,0,1,9,False,0,2,0.16,0.2273,0.8,0.0,4,34,38.0
651,30-01-2011,1,0,1,10,False,0,2,0.18,0.2424,0.8,0.0,7,57,64.0
652,30-01-2011,1,0,1,11,False,0,1,0.22,0.2727,0.75,0.0,9,50,59.0
653,30-01-2011,1,0,1,12,False,0,1,0.3,0.3182,0.52,0.1045,10,87,97.0
654,30-01-2011,1,0,1,13,False,0,1,0.28,0.2879,0.61,0.1045,13,71,84.0
655,30-01-2011,1,0,1,14,False,0,1,0.28,0.303,0.61,0.0896,18,104,122.0
656,30-01-2011,1,0,1,15,False,0,1,0.3,0.3333,0.56,0.0,14,95,109.0
657,30-01-2011,1,0,1,16,False,0,1,0.3,0.3333,0.56,0.0,19,104,123.0
658,30-01-2011,1,0,1,17,False,0,1,0.3,0.2879,0.56,0.194,6,71,77.0
659,30-01-2011,1,0,1,18,False,0,1,0.26,0.2576,0.65,0.1642,8,57,65.0
660,30-01-2011,1,0,1,19,False,0,1,0.26,0.2576,0.65,0.194,9,46,55.0
661,30-01-2011,1,0,1,20,False,0,2,0.26,0.2727,0.65,0.1045,3,30,33.0
662,30-01-2011,1,0,1,21,False,0,2,0.24,0.2424,0.7,0.1642,3,25,28.0
663,30-01-2011,1,0,1,22,False,0,2,0.24,0.2273,0.7,0.194,2,19,21.0
664,30-01-2011,1,0,1,23,False,0,2,0.24,0.2121,0.65,0.2836,5,16,21.0
665,31-01-2011,1,0,1,0,False,1,2,0.24,0.2273,0.65,0.2239,1,6,7.0
666,31-01-2011,1,0,1,1,False,1,1,0.22,0.2121,0.64,0.2537,2,5,7.0
667,31-01-2011,1,0,1,2,False,1,1,0.22,0.2273,0.64,0.194,0,1,1.0
668,31-01-2011,1,0,1,3,False,1,1,0.22,0.2273,0.64,0.194,0,2,2.0
669,31-01-2011,1,0,1,4,False,1,1,0.2,0.197,0.59,0.2239,0,2,2.0
670,31-01-2011,1,0,1,5,False,1,1,0.18,0.1667,0.64,0.2836,0,8,8.0
671,31-01-2011,1,0,1,6,False,1,1,0.16,0.1364,0.69,0.3284,0,37,37.0
672,31-01-2011,1,0,1,7,False,1,2,0.16,0.1364,0.64,0.2836,1,71,72.0
673,31-01-2011,1,0,1,8,False,1,2,0.16,0.1364,0.59,0.2836,3,182,183.5
674,31-01-2011,1,0,1,9,False,1,2,0.16,0.1364,0.59,0.2985,0,112,112.0
675,31-01-2011,1,0,1,10,False,1,2,0.16,0.1515,0.59,0.194,1,68,69.0
676,31-01-2011,1,0,1,11,False,1,2,0.16,0.1515,0.59,0.194,2,46,48.0
677,31-01-2011,1,0,1,12,False,1,2,0.18,0.2121,0.55,0.1045,6,62,68.0
678,31-01-2011,1,0,1,13,False,1,2,0.16,0.2273,0.59,0.0,2,52,54.0
679,31-01-2011,1,0,1,14,False,1,2,0.18,0.197,0.55,0.1343,1,85,86.0
680,31-01-2011,1,0,1,15,False,1,2,0.16,0.1818,0.59,0.1343,3,41,44.0
681,31-01-2011,1,0,1,16,False,1,2,0.16,0.1818,0.56,0.194,3,83,86.0
682,31-01-2011,1,0,1,17,False,1,2,0.16,0.1515,0.59,0.194,6,155,161.0
683,31-01-2011,1,0,1,18,False,1,2,0.16,0.1515,0.55,0.2239,3,153,156.0
684,31-01-2011,1,0,1,19,False,1,1,0.3,0.3182,0.61,0.1045,3,108,111.0
685,31-01-2011,1,0,1,20,False,1,3,0.16,0.1667,0.59,0.1642,0,78,78.0
686,31-01-2011,1,0,1,21,False,1,3,0.16,0.197,0.59,0.0896,3,53,56.0
687,31-01-2011,1,0,1,22,False,1,2,0.16,0.1818,0.59,0.1045,0,34,34.0
688,31-01-2011,1,0,1,23,False,1,2,0.16,0.197,0.64,0.0896,2,15,17.0
689,01-02-2011,1,0,2,0,False,2,2,0.16,0.1818,0.64,0.1045,2,6,8.0
690,01-02-2011,1,0,2,1,False,2,2,0.16,0.1818,0.69,0.1045,0,3,3.0
691,01-02-2011,1,0,2,2,False,2,2,0.16,0.2273,0.69,0.0,0,2,2.0
692,01-02-2011,1,0,2,3,False,2,2,0.16,0.2273,0.69,0.0,0,2,2.0
693,01-02-2011,1,0,2,5,False,2,3,0.14,0.2121,0.93,0.0,0,3,3.0
694,01-02-2011,1,0,2,6,False,2,3,0.14,0.2121,0.93,0.0,0,22,22.0
695,01-02-2011,1,0,2,7,False,2,3,0.16,0.2273,0.93,0.0,0,52,52.0
696,01-02-2011,1,0,2,8,False,2,3,0.16,0.2273,0.93,0.0,3,132,135.0
697,01-02-2011,1,0,2,9,False,2,2,0.16,0.2273,0.93,0.0,2,114,116.0
698,01-02-2011,1,0,2,10,False,2,2,0.16,0.2273,0.93,0.0,0,47,47.0
699,01-02-2011,1,0,2,11,False,2,2,0.18,0.2424,0.86,0.0,2,49,51.0
700,01-02-2011,1,0,2,12,False,2,2,0.2,0.2576,0.86,0.0,2,53,55.0
701,01-02-2011,1,0,2,13,False,2,2,0.2,0.2576,0.86,0.0,3,49,52.0
702,01-02-2011,1,0,2,14,False,2,2,0.22,0.2576,0.8,0.0896,5,49,54.0
703,01-02-2011,1,0,2,15,False,2,2,0.24,0.2879,0.75,0.0,7,45,52.0
704,01-02-2011,1,0,2,16,False,2,2,0.24,0.2424,0.75,0.1343,3,61,64.0
705,01-02-2011,1,0,2,17,False,2,2,0.24,0.2879,0.75,0.0,4,172,176.0
706,01-02-2011,1,0,2,18,False,2,2,0.24,0.2576,0.81,0.1045,3,165,168.0
707,01-02-2011,1,0,2,19,False,2,2,0.24,0.2424,0.81,0.1343,3,105,108.0
708,01-02-2011,1,0,2,20,False,2,2,0.22,0.2273,0.87,0.1343,5,69,74.0
709,01-02-2011,1,0,2,21,False,2,2,0.22,0.2273,0.87,0.1343,0,64,64.0
710,01-02-2011,1,0,2,22,False,2,2,0.22,0.2576,0.87,0.0896,2,34,36.0
711,01-02-2011,1,0,2,23,False,2,3,0.2,0.197,0.93,0.194,1,15,16.0
712,02-02-2011,1,0,2,0,False,3,3,0.22,0.2424,0.93,0.1045,0,2,2.0
713,02-02-2011,1,0,2,1,False,3,3,0.22,0.2273,0.93,0.194,0,3,3.0
714,02-02-2011,1,0,2,2,False,3,3,0.22,0.2273,0.93,0.1343,4,0,4.0
715,02-02-2011,1,0,2,3,False,3,3,0.22,0.2273,0.93,0.1343,0,1,1.0
716,02-02-2011,1,0,2,4,False,3,3,0.22,0.2121,0.93,0.2836,0,1,1.0
717,02-02-2011,1,0,2,5,False,3,3,0.22,0.2424,0.93,0.1045,0,3,3.0
718,02-02-2011,1,0,2,6,False,3,3,0.22,0.2424,0.93,0.1045,1,17,18.0
719,02-02-2011,1,0,2,7,False,3,3,0.22,0.2121,0.93,0.2239,1,48,49.0
720,02-02-2011,1,0,2,8,False,3,3,0.22,0.2121,0.93,0.2239,1,154,155.0
721,02-02-2011,1,0,2,9,False,3,2,0.24,0.2576,0.93,0.0896,4,119,123.0
722,02-02-2011,1,0,2,10,False,3,2,0.22,0.2727,1.0,0.0,2,59,61.0
723,02-02-2011,1,0,2,11,False,3,2,0.24,0.2273,0.93,0.194,5,47,52.0
724,02-02-2011,1,0,2,12,False,3,2,0.24,0.2273,0.93,0.2239,3,61,64.0
725,02-02-2011,1,0,2,13,False,3,1,0.34,0.3333,0.93,0.1642,1,74,75.0
726,02-02-2011,1,0,2,14,False,3,1,0.36,0.3939,0.82,0.3881,2,61,63.0
727,02-02-2011,1,0,2,15,False,3,1,0.36,0.3939,0.76,0.3284,10,66,76.0
728,02-02-2011,1,0,2,16,False,3,1,0.36,0.3333,0.71,0.2985,8,95,103.0
729,02-02-2011,1,0,2,17,False,3,1,0.36,0.3182,0.53,0.5224,7,183,183.5
730,02-02-2011,1,0,2,18,False,3,1,0.34,0.2879,0.42,0.5522,7,175,182.0
731,02-02-2011,1,0,2,19,False,3,1,0.28,0.2424,0.45,0.4925,3,88,91.0
732,02-02-2011,1,0,2,20,False,3,1,0.24,0.197,0.48,0.5522,4,71,75.0
733,02-02-2011,1,0,2,21,False,3,1,0.22,0.197,0.47,0.3284,1,62,63.0
734,02-02-2011,1,0,2,22,False,3,1,0.22,0.2121,0.44,0.2537,5,35,40.0
735,02-02-2011,1,0,2,23,False,3,1,0.2,0.1667,0.44,0.4478,3,29,32.0
736,03-02-2011,1,0,2,0,False,4,1,0.2,0.1667,0.4,0.4478,1,11,12.0
737,03-02-2011,1,0,2,1,False,4,1,0.2,0.1515,0.44,0.5224,0,5,5.0
738,03-02-2011,1,0,2,2,False,4,1,0.18,0.1667,0.43,0.2537,0,2,2.0
739,03-02-2011,1,0,2,3,False,4,1,0.18,0.1667,0.43,0.2537,0,1,1.0
740,03-02-2011,1,0,2,5,False,4,1,0.16,0.1364,0.5,0.2985,0,2,2.0
741,03-02-2011,1,0,2,6,False,4,1,0.16,0.1364,0.43,0.3582,0,39,39.0
742,03-02-2011,1,0,2,7,False,4,1,0.14,0.1212,0.5,0.3284,1,86,87.0
743,03-02-2011,1,0,2,8,False,4,1,0.14,0.1212,0.5,0.3582,4,184,183.5
744,03-02-2011,1,0,2,9,False,4,1,0.16,0.1364,0.47,0.2985,6,127,133.0
745,03-02-2011,1,0,2,10,False,4,1,0.18,0.1515,0.43,0.3284,2,50,52.0
746,03-02-2011,1,0,2,11,False,4,1,0.18,0.1364,0.43,0.4478,9,55,64.0
747,03-02-2011,1,0,2,12,False,4,1,0.2,0.1818,0.4,0.3582,2,67,69.0
748,03-02-2011,1,0,2,13,False,4,1,0.2,0.1667,0.4,0.4179,4,47,51.0
749,03-02-2011,1,0,2,14,False,4,1,0.22,0.197,0.37,0.3881,4,43,47.0
750,03-02-2011,1,0,2,15,False,4,1,0.22,0.197,0.37,0.3284,4,56,60.0
751,03-02-2011,1,0,2,16,False,4,1,0.22,0.2121,0.37,0.2537,5,73,78.0
752,03-02-2011,1,0,2,17,False,4,1,0.2,0.197,0.4,0.194,5,170,175.0
753,03-02-2011,1,0,2,18,False,4,1,0.2,0.2121,0.4,0.1642,2,145,147.0
754,03-02-2011,1,0,2,19,False,4,1,0.2,0.2576,0.4,0.0,4,92,96.0
755,03-02-2011,1,0,2,20,False,4,1,0.2,0.2273,0.47,0.0896,1,108,109.0
756,03-02-2011,1,0,2,21,False,4,1,0.18,0.2121,0.55,0.1045,1,53,54.0
757,03-02-2011,1,0,2,22,False,4,1,0.18,0.2121,0.51,0.0896,2,39,41.0
758,03-02-2011,1,0,2,23,False,4,1,0.2,0.2273,0.47,0.1045,4,34,38.0
759,04-02-2011,1,0,2,0,False,5,2,0.2,0.2576,0.44,0.0,3,10,13.0
760,04-02-2011,1,0,2,1,False,5,2,0.16,0.2273,0.59,0.0,0,7,7.0
761,04-02-2011,1,0,2,2,False,5,2,0.14,0.1667,0.63,0.1045,0,1,1.0
762,04-02-2011,1,0,2,3,False,5,2,0.14,0.1667,0.63,0.1045,0,1,1.0
763,04-02-2011,1,0,2,5,False,5,2,0.14,0.1515,0.63,0.1343,0,7,7.0
764,04-02-2011,1,0,2,6,False,5,2,0.16,0.2273,0.55,0.0,2,26,28.0
765,04-02-2011,1,0,2,7,False,5,1,0.14,0.2121,0.59,0.0,0,87,87.0
766,04-02-2011,1,0,2,8,False,5,1,0.14,0.1515,0.74,0.1343,3,217,183.5
767,04-02-2011,1,0,2,9,False,5,2,0.16,0.1818,0.8,0.1343,3,124,127.0
768,04-02-2011,1,0,2,10,False,5,2,0.2,0.2121,0.51,0.1343,5,46,51.0
769,04-02-2011,1,0,2,11,False,5,1,0.22,0.2273,0.51,0.1642,3,61,64.0
770,04-02-2011,1,0,2,12,False,5,2,0.24,0.2424,0.48,0.1642,8,78,86.0
771,04-02-2011,1,0,2,13,False,5,2,0.26,0.2576,0.5,0.2239,9,73,82.0
772,04-02-2011,1,0,2,14,False,5,2,0.28,0.2727,0.45,0.1642,15,76,91.0
773,04-02-2011,1,0,2,15,False,5,2,0.28,0.2727,0.48,0.2537,9,81,90.0
774,04-02-2011,1,0,2,16,False,5,2,0.3,0.2879,0.42,0.2239,8,91,99.0
775,04-02-2011,1,0,2,17,False,5,2,0.26,0.2727,0.56,0.1343,10,195,183.5
776,04-02-2011,1,0,2,18,False,5,2,0.24,0.2576,0.6,0.1045,3,152,155.0
777,04-02-2011,1,0,2,19,False,5,2,0.24,0.2424,0.65,0.1343,1,102,103.0
778,04-02-2011,1,0,2,20,False,5,2,0.24,0.2424,0.65,0.1642,2,69,71.0
779,04-02-2011,1,0,2,21,False,5,2,0.24,0.2424,0.7,0.1642,2,41,43.0
780,04-02-2011,1,0,2,22,False,5,2,0.24,0.2424,0.65,0.1642,1,45,46.0
781,04-02-2011,1,0,2,23,False,5,2,0.24,0.2424,0.7,0.1343,1,30,31.0
782,05-02-2011,1,0,2,0,False,6,2,0.24,0.2424,0.7,0.1642,3,36,39.0
783,05-02-2011,1,0,2,1,False,6,2,0.24,0.2424,0.65,0.1642,1,17,18.0
784,05-02-2011,1,0,2,2,False,6,2,0.24,0.2424,0.75,0.1642,5,12,17.0
785,05-02-2011,1,0,2,3,False,6,2,0.24,0.2424,0.75,0.1642,1,10,11.0
786,05-02-2011,1,0,2,4,False,6,3,0.22,0.2273,0.93,0.1343,0,8,8.0
787,05-02-2011,1,0,2,5,False,6,3,0.2,0.2273,1.0,0.0896,0,9,9.0
788,05-02-2011,1,0,2,6,False,6,3,0.2,0.2576,1.0,0.0,0,4,4.0
789,05-02-2011,1,0,2,7,False,6,3,0.22,0.2576,0.93,0.0896,0,4,4.0
790,05-02-2011,1,0,2,8,False,6,3,0.2,0.2273,1.0,0.0896,0,10,10.0
791,05-02-2011,1,0,2,9,False,6,3,0.2,0.2273,1.0,0.0896,3,17,20.0
792,05-02-2011,1,0,2,10,False,6,3,0.2,0.2121,1.0,0.1343,3,31,34.0
793,05-02-2011,1,0,2,11,False,6,3,0.22,0.2273,1.0,0.1343,1,46,47.0
794,05-02-2011,1,0,2,12,False,6,3,0.22,0.2273,1.0,0.1642,10,42,52.0
795,05-02-2011,1,0,2,13,False,6,3,0.22,0.2273,1.0,0.1642,10,62,72.0
796,05-02-2011,1,0,2,14,False,6,3,0.22,0.2727,1.0,0.0,5,50,55.0
797,05-02-2011,1,0,2,15,False,6,3,0.22,0.2727,1.0,0.0,11,49,60.0
798,05-02-2011,1,0,2,16,False,6,3,0.22,0.2273,1.0,0.1343,8,63,71.0
799,05-02-2011,1,0,2,17,False,6,2,0.24,0.2121,1.0,0.2836,14,64,78.0
800,05-02-2011,1,0,2,18,False,6,2,0.28,0.2424,0.93,0.4478,2,81,83.0
801,05-02-2011,1,0,2,19,False,6,2,0.28,0.2424,0.93,0.4478,6,78,84.0
802,05-02-2011,1,0,2,20,False,6,1,0.3,0.2879,0.87,0.2537,5,64,69.0
803,05-02-2011,1,0,2,21,False,6,1,0.26,0.2576,1.0,0.194,3,53,56.0
804,05-02-2011,1,0,2,22,False,6,1,0.26,0.2727,0.93,0.1343,2,43,45.0
805,05-02-2011,1,0,2,23,False,6,1,0.26,0.2576,0.93,0.2239,7,52,59.0
806,06-02-2011,1,0,2,0,False,0,1,0.26,0.2576,0.7,0.194,2,37,39.0
807,06-02-2011,1,0,2,1,False,0,1,0.26,0.2273,0.65,0.4179,4,40,44.0
808,06-02-2011,1,0,2,2,False,0,1,0.26,0.2273,0.6,0.3284,0,20,20.0
809,06-02-2011,1,0,2,3,False,0,1,0.26,0.2879,0.6,0.0896,3,10,13.0
810,06-02-2011,1,0,2,4,False,0,1,0.26,0.2273,0.6,0.3582,0,2,2.0
811,06-02-2011,1,0,2,5,False,0,1,0.26,0.2576,0.6,0.2239,0,1,1.0
812,06-02-2011,1,0,2,6,False,0,1,0.26,0.2576,0.6,0.2239,0,1,1.0
813,06-02-2011,1,0,2,7,False,0,1,0.24,0.2424,0.65,0.1642,0,8,8.0
814,06-02-2011,1,0,2,8,False,0,1,0.24,0.2576,0.65,0.1045,2,21,23.0
815,06-02-2011,1,0,2,9,False,0,1,0.28,0.2879,0.56,0.1045,7,38,45.0
816,06-02-2011,1,0,2,10,False,0,1,0.3,0.2879,0.52,0.2537,15,74,89.0
817,06-02-2011,1,0,2,11,False,0,1,0.32,0.303,0.49,0.2537,28,89,117.0
818,06-02-2011,1,0,2,12,False,0,1,0.34,0.3333,0.46,0.0,48,126,174.0
819,06-02-2011,1,0,2,13,False,0,1,0.34,0.3636,0.46,0.0,47,135,182.0
820,06-02-2011,1,0,2,14,False,0,1,0.34,0.3485,0.46,0.0896,47,114,161.0
821,06-02-2011,1,0,2,15,False,0,1,0.34,0.3485,0.46,0.0896,52,130,182.0
822,06-02-2011,1,0,2,16,False,0,1,0.34,0.3485,0.49,0.1045,42,115,157.0
823,06-02-2011,1,0,2,17,False,0,1,0.34,0.3636,0.46,0.0,24,97,121.0
824,06-02-2011,1,0,2,18,False,0,1,0.3,0.303,0.56,0.1642,13,65,78.0
825,06-02-2011,1,0,2,19,False,0,1,0.28,0.2879,0.61,0.1343,1,20,21.0
826,06-02-2011,1,0,2,20,False,0,1,0.28,0.2879,0.61,0.1045,5,21,26.0
827,06-02-2011,1,0,2,21,False,0,1,0.26,0.303,0.6,0.0,5,22,27.0
828,06-02-2011,1,0,2,22,False,0,1,0.26,0.303,0.6,0.0,5,57,62.0
829,06-02-2011,1,0,2,23,False,0,1,0.24,0.2879,0.65,0.0,4,26,30.0
830,07-02-2011,1,0,2,0,False,1,1,0.24,0.2879,0.65,0.0,1,14,15.0
831,07-02-2011,1,0,2,1,False,1,1,0.22,0.2727,0.75,0.0,1,4,5.0
832,07-02-2011,1,0,2,2,False,1,1,0.2,0.2576,0.8,0.0,0,3,3.0
833,07-02-2011,1,0,2,3,False,1,1,0.2,0.2576,0.86,0.0,0,1,1.0
834,07-02-2011,1,0,2,4,False,1,1,0.2,0.2576,0.86,0.0,1,1,2.0
835,07-02-2011,1,0,2,5,False,1,1,0.2,0.2576,0.86,0.0,1,9,10.0
836,07-02-2011,1,0,2,6,False,1,1,0.18,0.2424,0.93,0.0,1,29,30.0
837,07-02-2011,1,0,2,7,False,1,1,0.18,0.2424,0.86,0.0,6,89,95.0
838,07-02-2011,1,0,2,8,False,1,2,0.16,0.2273,1.0,0.0,7,223,183.5
839,07-02-2011,1,0,2,9,False,1,1,0.22,0.2727,0.8,0.0,3,115,118.0
840,07-02-2011,1,0,2,10,False,1,1,0.24,0.2576,0.75,0.1045,6,49,55.0
841,07-02-2011,1,0,2,11,False,1,1,0.3,0.3182,0.65,0.0896,11,36,47.0
842,07-02-2011,1,0,2,12,False,1,2,0.32,0.3485,0.62,0.0,7,59,66.0
843,07-02-2011,1,0,2,13,False,1,2,0.36,0.3636,0.57,0.0896,10,54,64.0
844,07-02-2011,1,0,2,14,False,1,2,0.36,0.3636,0.57,0.0896,8,52,60.0
845,07-02-2011,1,0,2,15,False,1,2,0.36,0.3939,0.54,0.0896,4,46,50.0
846,07-02-2011,1,0,2,16,False,1,2,0.36,0.3485,0.57,0.1343,16,98,114.0
847,07-02-2011,1,0,2,17,False,1,2,0.32,0.3182,0.7,0.1642,9,207,183.5
848,07-02-2011,1,0,2,18,False,1,2,0.34,0.3333,0.66,0.1343,5,170,175.0
849,07-02-2011,1,0,2,19,False,1,2,0.32,0.3485,0.7,0.0,5,123,128.0
850,07-02-2011,1,0,2,20,False,1,2,0.32,0.3333,0.7,0.1045,6,82,88.0
851,07-02-2011,1,0,2,21,False,1,1,0.32,0.3485,0.7,0.0,3,75,78.0
852,07-02-2011,1,0,2,22,False,1,1,0.28,0.303,0.81,0.0896,3,34,37.0
853,07-02-2011,1,0,2,23,False,1,2,0.3,0.3333,0.81,0.0,6,19,25.0
854,08-02-2011,1,0,2,0,False,2,2,0.28,0.3182,0.87,0.0,4,6,10.0
855,08-02-2011,1,0,2,1,False,2,2,0.28,0.3182,0.87,0.0,0,4,4.0
856,08-02-2011,1,0,2,2,False,2,2,0.26,0.2727,0.93,0.1045,1,1,2.0
857,08-02-2011,1,0,2,3,False,2,3,0.28,0.2727,0.93,0.1642,0,1,1.0
858,08-02-2011,1,0,2,4,False,2,1,0.26,0.2576,0.93,0.1642,0,3,3.0
859,08-02-2011,1,0,2,5,False,2,1,0.26,0.2273,0.81,0.3284,0,2,2.0
860,08-02-2011,1,0,2,6,False,2,1,0.26,0.2273,0.7,0.3284,0,39,39.0
861,08-02-2011,1,0,2,7,False,2,1,0.24,0.197,0.65,0.4179,3,97,100.0
862,08-02-2011,1,0,2,8,False,2,1,0.24,0.197,0.56,0.4925,7,236,183.5
